8.5,0.344,0.355,0.215
8.55,0.354,0.355,0.215
8.6,0.334,0.365,0.205
8.65,0.334,0.345,0.205
8.7,0.324,0.325,0.205
8.75,0.304,0.285,0.195
8.8,0.284,0.285,0.195
8.85,0.284,0.265,0.185
8.9,0.274,0.265,0.185
8.95,0.274,0.275,0.175
9,0.274,0.265,0.175
9.05,0.274,0.265,0.175
9.1,0.264,0.265,0.175
9.15,0.264,0.265,0.165
9.2,0.254,0.255,0.165
9.25,0.264,0.255,0.165
9.3,0.254,0.245,0.155
9.35,0.254,0.225,0.155
9.4,0.254,0.215,0.155
9.45,0.254,0.185,0.145
9.5,0.204,0.145,0.155
9.55,0.184,0.115,0.145
9.6,0.164,0.095,0.145
9.65,0.154,0.075,0.145
9.7,0.144,0.065,0.145
9.75,0.134,0.055,0.145
9.8,0.134,0.015,0.145
9.85,0.124,0.025,0.135
9.9,0.114,0.015,0.135
9.95,0.084,0.005,0.135
10,-0.066,-0.015,0.125
10.05,-0.116,-0.035,0.125
10.1,-0.156,-0.045,0.125
10.15,-0.166,-0.055,0.115
10.2,-0.196,-0.075,0.115
10.25,-0.216,-0.125,0.115
10.3,-0.236,-0.155,0.115
10.35,-0.246,-0.175,0.115
10.4,-0.266,-0.185,0.115
10.45,-0.266,-0.185,0.125
10.5,-0.286,-0.185,0.115
10.55,-0.286,-0.195,0.125
10.6,-0.296,-0.205,0.125
10.65,-0.306,-0.195,0.125
10.7,-0.336,-0.205,0.115
10.75,-0.356,-0.205,0.115
10.8,-0.386,-0.215,0.115
10.85,-0.386,-0.215,0.115
10.9,-0.406,-0.225,0.115
10.95,-0.416,-0.235,0.095
11,-0.436,-0.235,0.085
11.05,-0.446,-0.225,0.075
11.1,-0.456,-0.235,0.065
11.15,-0.466,-0.245,0.045
11.2,-0.486,-0.245,0.035
11.25,-0.486,-0.245,0.035
11.3,-0.486,-0.245,0.025
11.35,-0.486,-0.265,0.025
11.4,-0.496,-0.245,0.015
11.45,-0.496,-0.265,0.015
11.5,-0.516,-0.245,0.005
11.55,-0.516,-0.265,0.005
11.6,-0.516,-0.265,0.005
11.65,-0.516,-0.275,-0.005
11.7,-0.536,-0.285,-0.015
11.75,-0.546,-0.285,-0.025
11.8,-0.556,-0.285,-0.025
11.85,-0.566,-0.295,-0.045
11.9,-0.586,-0.295,-0.055
11.95,-0.596,-0.305,-0.065
12,-0.596,-0.325,-0.075
12.05,-0.606,-0.345,-0.095
12.1,-0.616,-0.345,-0.105
12.15,-0.616,-0.355,-0.095
12.2,-0.636,-0.375,-0.115
12.25,-0.636,-0.375,-0.125
12.3,-0.646,-0.385,-0.135
12.35,-0.646,-0.395,-0.145
12.4,-0.656,-0.405,-0.145
12.45,-0.666,-0.415,-0.155
12.5,-0.686,-0.435,-0.155
12.55,-0.696,-0.435,-0.155
12.6,-0.716,-0.435,-0.165
12.65,-0.716,-0.435,-0.175
12.7,-0.736,-0.445,-0.185
12.75,-0.746,-0.445,-0.195
12.8,-0.746,-0.455,-0.195
12.85,-0.756,-0.445,-0.195
12.9,-0.776,-0.465,-0.205
12.95,-0.786,-0.465,-0.205
13,-0.796,-0.465,-0.205
13.05,-0.806,-0.465,-0.215
13.1,-0.816,-0.475,-0.215
13.15,-0.826,-0.485,-0.215
13.2,-0.836,-0.485,-0.215
13.25,-0.836,-0.485,-0.225
13.3,-0.846,-0.495,-0.225
13.35,-0.846,-0.495,-0.225
13.4,-0.856,-0.495,-0.235
13.45,-0.856,-0.505,-0.235
13.5,-0.866,-0.505,-0.235
13.55,-0.866,-0.505,-0.235
13.6,-0.886,-0.525,-0.235
13.65,-0.886,-0.535,-0.235
13.7,-0.886,-0.535,-0.235
13.75,-0.886,-0.545,-0.235
13.8,-0.896,-0.555,-0.245
13.85,-0.896,-0.565,-0.245
13.9,-0.896,-0.575,-0.245
13.95,-0.896,-0.585,-0.245
14,-0.896,-0.605,-0.245
14.05,-0.896,-0.635,-0.245
14.1,-0.896,-0.645,-0.245
14.15,-0.896,-0.675,-0.245
14.2,-0.886,-0.695,-0.245
14.25,-0.876,-0.705,-0.245
14.3,-0.786,-0.715,-0.245
14.35,-0.356,-0.715,-0.255
14.4,0.474,-0.725,-0.255
14.45,0.384,-0.725,-0.255
14.5,0.424,-0.715,-0.255
14.55,0.474,-0.185,-0.255
14.6,0.504,0.045,-0.255
14.65,0.534,0.345,-0.255
14.7,0.554,0.495,0.055
14.75,0.554,0.485,0.115
14.8,0.574,0.485,0.365
14.85,0.604,0.535,0.395
14.9,0.634,0.625,0.405
14.95,0.654,0.725,0.495
15,0.684,0.805,0.785
15.05,0.744,0.905,0.835
15.1,0.784,1.055,0.885
15.15,0.824,1.115,0.925
15.2,0.854,1.185,0.965
15.25,0.854,1.235,0.995
15.3,0.874,1.275,1.025
15.35,0.914,1.305,1.045
15.4,0.934,1.335,1.065
15.45,0.964,1.345,1.085
15.5,1.014,1.385,1.115
15.55,1.054,1.415,1.155
15.6,1.094,1.425,1.245
15.65,1.144,1.465,1.305
15.7,1.184,1.515,1.365
15.75,1.214,1.565,1.405
15.8,1.234,1.615,1.435
15.85,1.234,1.665,1.465
15.9,1.234,1.705,1.525
15.95,1.244,1.715,1.595
16,1.234,1.755,1.645
16.05,1.244,1.765,1.685
16.1,1.244,1.795,1.745
16.15,1.254,1.805,1.835
16.2,1.254,1.805,1.935
16.25,1.254,1.805,2.045
16.3,1.264,1.805,2.195
16.35,1.264,1.805,2.355
16.4,1.264,1.815,2.535
16.45,1.284,1.815,2.655
16.5,1.284,1.815,2.685
16.55,1.284,1.825,2.685
16.6,1.294,1.825,2.685
16.65,1.304,1.835,2.675
16.7,1.304,1.855,2.735
16.75,1.304,1.885,3.205
16.8,1.304,1.965,4.185
16.85,1.304,2.155,4.535
16.9,1.304,3.015,4.155
16.95,1.304,3.655,3.695
17,1.304,3.895,3.435
17.05,1.304,3.895,3.355
17.1,1.304,3.625,3.305
17.15,1.304,3.345,3.395
17.2,1.304,3.235,3.685
17.25,1.314,3.515,4.145
17.3,1.394,3.635,4.245
17.35,1.604,3.535,3.875
17.4,1.964,3.325,3.585
17.45,2.874,3.235,3.465
17.5,3.494,3.245,3.615
17.55,3.424,3.165,3.745
17.6,3.114,3.275,3.815
17.65,2.844,3.245,3.715
17.7,2.784,3.285,3.545
17.75,2.844,3.295,3.325
17.8,2.914,3.265,3.165
17.85,2.714,3.015,3.135
17.9,2.554,2.875,3.205
17.95,2.544,2.815,3.165
18,2.694,2.755,3.035
18.05,2.874,2.705,2.895
18.1,2.844,2.645,2.795
18.15,2.934,2.545,2.725
18.2,3.214,2.465,2.655
18.25,3.484,2.435,2.595
18.3,3.554,2.415,2.515
18.35,3.694,2.415,2.445
18.4,3.614,2.445,2.445
18.45,3.174,2.395,2.475
18.5,2.894,2.335,2.395
18.55,2.804,2.285,2.225
18.6,2.884,2.265,2.105
18.65,3.014,2.265,2.085
18.7,3.224,2.235,2.055
18.75,3.364,2.215,1.995
18.8,3.314,2.235,1.925
18.85,3.124,2.265,1.895
18.9,2.994,2.335,1.865
18.95,3.014,2.515,1.855
19,3.034,2.925,1.825
19.05,3.084,3.395,1.805
19.1,3.134,3.565,1.775
19.15,3.144,3.095,1.725
19.2,3.004,2.525,1.635
19.25,2.694,2.235,1.575
19.3,2.444,2.075,1.525
19.35,2.714,2.065,1.515
19.4,3.124,2.255,1.505
19.45,3.474,2.305,1.485
19.5,3.394,2.165,1.455
19.55,3.134,2.145,1.425
19.6,2.794,2.325,1.425
19.65,2.734,2.355,1.405
19.7,2.894,2.275,1.355
19.75,3.134,2.095,1.365
19.8,2.924,1.995,1.415
19.85,2.634,1.915,1.485
19.9,2.454,1.805,1.645
19.95,2.364,1.685,1.755
20,2.314,1.665,1.685
20.05,2.184,1.735,1.525
20.1,2.084,1.795,1.425
20.15,2.064,1.925,1.355
20.2,2.024,1.955,1.285
20.25,2.124,1.895,1.195
20.3,2.314,1.715,1.125
20.35,2.384,1.585,1.085
20.4,2.334,1.575,1.055
20.45,2.184,1.735,1.055
20.5,2.084,2.145,1.075
20.55,2.014,2.195,1.095
20.6,1.954,1.895,1.105
20.65,1.914,1.575,1.105
20.7,1.874,1.465,1.105
20.75,1.864,1.565,1.095
20.8,1.894,1.435,1.045
20.85,1.924,1.225,1.025
20.9,1.894,1.135,1.015
20.95,1.834,1.225,1.015
21,1.774,1.395,1.005
21.05,1.714,1.345,1.005
21.1,1.634,1.525,1.015
21.15,1.714,1.595,1.055
21.2,1.834,1.795,1.125
21.25,1.834,1.725,1.195
21.3,1.754,1.495,1.095
21.35,1.504,1.405,1.045
21.4,1.394,1.275,1.045
21.45,1.144,1.175,1.055
21.5,1.014,1.155,1.045
21.55,0.984,1.125,1.005
21.6,1.004,1.125,0.975
21.65,0.984,1.105,0.965
21.7,0.944,1.065,0.925
21.75,0.874,1.035,0.905
21.8,0.734,0.935,0.875
21.85,0.664,0.865,0.885
21.9,0.654,0.825,0.915
21.95,0.654,0.835,0.885
22,0.684,0.865,0.875
22.05,0.684,0.935,0.845
22.1,0.644,0.925,0.785
22.15,0.584,0.855,0.675
22.2,0.524,0.805,0.645
22.25,0.504,0.775,0.605
22.3,0.464,0.765,0.535
22.35,0.434,0.755,0.495
22.4,0.424,0.745,0.475
22.45,0.424,0.725,0.465
22.5,0.414,0.715,0.435
22.55,0.374,0.685,0.405
22.6,0.304,0.665,0.395
22.65,0.234,0.605,0.385
22.7,0.214,0.495,0.365
22.75,0.194,0.435,0.355
22.8,0.154,0.365,0.355
22.85,0.124,0.315,0.345
22.9,0.104,0.235,0.335
22.95,0.104,0.185,0.325
23,0.094,0.125,0.305
23.05,0.084,0.105,0.305
23.1,0.064,0.085,0.265
23.15,0.044,0.095,0.205
23.2,0.014,0.085,0.185
23.25,-0.036,0.065,0.145
23.3,-0.056,0.055,0.125
23.35,-0.066,0.055,0.115
23.4,-0.076,0.055,0.095
23.45,-0.086,0.055,0.085
23.5,-0.096,0.055,0.075
23.55,-0.106,0.045,0.055
23.6,-0.116,0.045,0.035
23.65,-0.156,0.055,0.005
23.7,-0.186,0.045,-0.005
23.75,-0.206,0.005,-0.015
23.8,-0.216,-0.025,-0.025
23.85,-0.326,-0.095,-0.025
23.9,-0.446,-0.115,-0.045
23.95,-0.476,-0.165,-0.045
24,-0.516,-0.175,-0.065
24.05,-0.546,-0.195,-0.095
24.1,-0.586,-0.215,-0.115
24.15,-0.606,-0.215,-0.125
24.2,-0.616,-0.225,-0.135
24.25,-0.616,-0.295,-0.155
24.3,-0.636,-0.315,-0.195
24.35,-0.666,-0.335,-0.215
24.4,-0.696,-0.335,-0.225
24.45,-0.726,-0.345,-0.245
24.5,-0.746,-0.355,-0.245
24.55,-0.746,-0.355,-0.255
24.6,-0.756,-0.375,-0.265
24.65,-0.756,-0.385,-0.275
24.7,-0.766,-0.415,-0.275
24.75,-0.766,-0.445,-0.285
24.8,-0.776,-0.445,-0.285
24.85,-0.776,-0.445,-0.285
24.9,-0.786,-0.455,-0.295
24.95,-0.786,-0.455,-0.305
25,-0.796,-0.465,-0.305
25.05,-0.796,-0.465,-0.305
25.1,-0.796,-0.495,-0.305
25.15,-0.796,-0.505,-0.315
25.2,-0.796,-0.515,-0.315
25.25,-0.806,-0.505,-0.315
25.3,-0.806,-0.525,-0.315
25.35,-0.816,-0.535,-0.315
25.4,-0.816,-0.535,-0.315
25.45,-0.816,-0.545,-0.315
25.5,-0.816,-0.545,-0.325
25.55,-0.816,-0.545,-0.325
25.6,-0.826,-0.555,-0.325
25.65,-0.826,-0.555,-0.325
25.7,-0.836,-0.555,-0.335
25.75,-0.836,-0.565,-0.325
25.8,-0.856,-0.565,-0.325
25.85,-0.866,-0.565,-0.325
25.9,-0.886,-0.565,-0.325
25.95,-0.896,-0.565,-0.335
26,-0.896,-0.565,-0.335
26.05,-0.896,-0.565,-0.335
26.1,-0.906,-0.585,-0.335
26.15,-0.906,-0.575,-0.335
26.2,-0.916,-0.575,-0.335
26.25,-0.916,-0.575,-0.335
26.3,-0.916,-0.575,-0.335
26.35,-0.916,-0.575,-0.335
26.4,-0.916,-0.585,-0.335
26.45,-0.916,-0.585,-0.335
26.5,-0.916,-0.575,-0.335
26.55,-0.926,-0.575,-0.335
26.6,-0.926,-0.585,-0.335
26.65,-0.926,-0.585,-0.345
26.7,-0.926,-0.575,-0.335
26.75,-0.926,-0.575,-0.345
26.8,-0.936,-0.585,-0.335
26.85,-0.936,-0.585,-0.335
26.9,-0.936,-0.595,-0.335
26.95,-0.936,-0.585,-0.345
27,-0.936,-0.585,-0.335
27.05,-0.936,-0.585,-0.345
27.1,-0.936,-0.585,-0.345
27.15,-0.936,-0.585,-0.345
27.2,-0.936,-0.585,-0.345
27.25,-0.936,-0.585,-0.345
27.3,-0.936,-0.585,-0.345
27.35,-0.946,-0.585,-0.345
27.4,-0.946,-0.585,-0.345
27.45,-0.946,-0.585,-0.345
27.5,-0.946,-0.585,-0.345
27.55,-0.946,-0.585,-0.345
27.6,-0.946,-0.595,-0.345
27.65,-0.946,-0.605,-0.345
27.7,-0.946,-0.585,-0.345
27.75,-0.946,-0.595,-0.345
27.8,-0.946,-0.585,-0.345
27.85,-0.946,-0.585,-0.345
27.9,-0.946,-0.605,-0.345
27.95,-0.946,-0.585,-0.345
28,-0.946,-0.585,-0.345
28.05,-0.956,-0.585,-0.355
28.1,-0.956,-0.595,-0.345
28.15,-0.956,-0.595,-0.355
28.2,-0.966,-0.585,-0.355
28.25,-0.956,-0.585,-0.355
28.3,-0.966,-0.585,-0.345
28.35,-0.966,-0.585,-0.345
28.4,-0.966,-0.585,-0.355
28.45,-0.966,-0.585,-0.355
28.5,-0.966,-0.585,-0.355
28.55,-0.966,-0.585,-0.355
28.6,-0.966,-0.585,-0.355
28.65,-0.966,-0.585,-0.355
28.7,-0.966,-0.585,-0.355
28.75,-0.966,-0.595,-0.355
28.8,-0.966,-0.585,-0.355
28.85,-0.966,-0.595,-0.355
28.9,-0.966,-0.595,-0.355
28.95,-0.966,-0.595,-0.355
29,-0.976,-0.595,-0.355
29.05,-0.976,-0.585,-0.355
29.1,-0.976,-0.585,-0.355
29.15,-0.976,-0.595,-0.355
29.2,-0.976,-0.605,-0.355
29.25,-0.976,-0.585,-0.355
29.3,-0.976,-0.595,-0.355
29.35,-0.976,-0.585,-0.355
29.4,-0.996,-0.585,-0.355
29.45,-0.996,-0.595,-0.355
29.5,-0.996,-0.585,-0.355
29.55,-0.996,-0.605,-0.355
29.6,-0.996,-0.585,-0.365
29.65,-0.996,-0.585,-0.355
29.7,-0.996,-0.585,-0.365
29.75,-1.006,-0.585,-0.355
29.8,-1.006,-0.585,-0.355
29.85,-1.006,-0.595,-0.365
29.9,-1.006,-0.585,-0.365
29.95,-0.996,-0.595,-0.365
30,-1.006,-0.595,-0.355
30.05,-1.006,-0.595,-0.365
30.1,-1.006,-0.595,-0.365
30.15,-1.006,-0.585,-0.365
30.2,-1.006,-0.585,-0.355
30.25,-1.006,-0.585,-0.355
30.3,-1.006,-0.575,-0.355
30.35,-1.006,-0.595,-0.355
30.4,-1.006,-0.585,-0.355
30.45,-1.006,-0.595,-0.365
30.5,-1.016,-0.595,-0.365
30.55,-1.006,-0.595,-0.355
30.6,-1.016,-0.595,-0.355
30.65,-1.006,-0.595,-0.355
30.7,-1.006,-0.595,-0.365
30.75,-1.006,-0.595,-0.365
30.8,-0.986,-0.615,-0.365
30.85,-0.966,-0.595,-0.365
30.9,-0.966,-0.605,-0.365
30.95,-0.966,-0.595,-0.355
31,-0.966,-0.595,-0.365
31.05,-0.966,-0.595,-0.365
31.1,-0.956,-0.585,-0.365
31.15,-0.936,-0.595,-0.365
31.2,-0.926,-0.595,-0.365
31.25,-0.916,-0.595,-0.365
31.3,-0.916,-0.595,-0.365
31.35,-0.916,-0.595,-0.365
31.4,-0.916,-0.605,-0.365
31.45,-0.916,-0.595,-0.365
31.5,-0.936,-0.605,-0.365
31.55,-0.926,-0.615,-0.365
31.6,-0.936,-0.615,-0.365
31.65,-0.936,-0.615,-0.365
31.7,-0.946,-0.615,-0.365
31.75,-0.936,-0.615,-0.355
31.8,-0.926,-0.615,-0.365
31.85,-0.916,-0.615,-0.365
31.9,-0.906,-0.615,-0.365
31.95,-0.886,-0.615,-0.365
32,-0.886,-0.615,-0.365
32.05,-0.896,-0.635,-0.365
32.1,-0.896,-0.615,-0.365
32.15,-0.896,-0.615,-0.365
32.2,-0.896,-0.615,-0.365
32.25,-0.896,-0.595,-0.365
32.3,-0.886,-0.615,-0.365
32.35,-0.866,-0.615,-0.365
32.4,-0.846,-0.625,-0.365
32.45,-0.836,-0.615,-0.375
32.5,-0.846,-0.615,-0.365
32.55,-0.846,-0.615,-0.365
32.6,-0.856,-0.605,-0.365
32.65,-0.846,-0.615,-0.365
32.7,-0.846,-0.605,-0.365
32.75,-0.836,-0.605,-0.365
32.8,-0.846,-0.605,-0.365
32.85,-0.846,-0.575,-0.365
32.9,-0.846,-0.595,-0.375
32.95,-0.846,-0.595,-0.365
33,-0.836,-0.595,-0.365
33.05,-0.836,-0.595,-0.365
33.1,-0.836,-0.605,-0.365
33.15,-0.826,-0.595,-0.365
33.2,-0.816,-0.595,-0.365
33.25,-0.816,-0.595,-0.365
33.3,-0.836,-0.595,-0.365
33.35,-0.846,-0.585,-0.365
33.4,-0.836,-0.585,-0.355
33.45,-0.806,-0.585,-0.365
33.5,-0.796,-0.595,-0.365
33.55,-0.796,-0.595,-0.375
33.6,-0.796,-0.595,-0.365
33.65,-0.796,-0.595,-0.375
33.7,-0.796,-0.595,-0.135
33.75,-0.796,-0.595,-0.055
33.8,-0.786,-0.585,-0.015
33.85,-0.786,-0.595,0.005
33.9,-0.786,-0.595,0.025
33.95,-0.786,-0.595,0.035
34,-0.786,-0.595,0.035
34.05,-0.786,-0.585,0.015
34.1,-0.776,-0.585,0.005
34.15,-0.766,-0.585,0.005
34.2,-0.706,-0.585,-0.005
34.25,-0.586,-0.585,-0.005
34.3,-0.486,-0.585,-0.015
34.35,-0.396,-0.535,-0.035
34.4,-0.406,-0.195,-0.055
34.45,-0.386,-0.205,-0.065
34.5,-0.406,-0.245,-0.065
34.55,-0.446,-0.305,-0.055
34.6,-0.516,-0.375,-0.035
34.65,-0.576,-0.455,-0.015
34.7,-0.596,-0.395,0.015
34.75,-0.596,-0.325,0.015
34.8,-0.626,-0.265,0.005
34.85,-0.686,-0.285,0.075
34.9,-0.696,-0.315,0.105
34.95,-0.696,-0.315,0.115
35,-0.686,-0.305,0.115
35.05,-0.616,-0.275,0.175
35.1,-0.586,-0.205,0.255
35.15,-0.566,-0.215,0.295
35.2,-0.566,-0.235,0.295
35.25,-0.546,-0.235,0.305
35.3,-0.426,-0.195,0.295
35.35,-0.206,-0.125,0.255
35.4,-0.116,0.045,0.225
35.45,-0.066,0.075,0.205
35.5,0.064,0.035,0.155
35.55,0.184,0.005,0.165
35.6,0.264,0.035,0.115
35.65,0.374,-0.005,0.105
35.7,0.474,-0.085,0.095
35.75,0.524,-0.135,0.085
35.8,0.564,-0.025,0.095
35.85,0.624,0.005,0.095
35.9,0.614,0.245,0.085
35.95,0.624,0.145,0.085
36,0.634,0.125,0.085
36.05,0.624,0.105,0.085
36.1,0.614,0.045,0.085
36.15,0.604,0.105,0.085
36.2,0.584,0.285,0.095
36.25,0.544,1.045,0.135
36.3,0.534,1.655,0.165
36.35,0.504,1.535,0.175
36.4,0.474,1.305,0.145
36.45,0.454,1.285,0.115
36.5,0.404,1.145,0.115
36.55,0.384,1.135,0.125
36.6,0.354,1.225,0.135
36.65,0.314,1.315,0.195
36.7,0.284,1.105,0.235
36.75,0.274,1.055,0.285
36.8,0.274,1.135,0.305
36.85,0.274,1.025,0.295
36.9,0.284,0.985,0.305
36.95,0.344,1.045,0.315
37,0.454,1.035,0.345
37.05,0.484,1.095,0.375
37.1,0.484,1.105,0.405
37.15,0.464,1.065,0.475
37.2,0.454,1.085,0.645
37.25,0.454,1.065,0.935
37.3,0.384,0.925,1.055
37.35,0.324,0.835,1.255
37.4,0.284,0.835,1.365
37.45,0.314,0.795,1.055
37.5,0.434,0.735,0.965
37.55,0.534,0.685,0.935
37.6,0.564,0.655,0.935
37.65,0.594,0.675,0.905
37.7,0.734,0.675,0.855
37.75,1.004,0.735,0.825
37.8,1.034,0.945,0.825
37.85,1.014,1.435,0.695
37.9,0.964,1.555,0.585
37.95,0.944,1.255,0.645
38,0.954,0.985,0.595
38.05,0.974,0.915,0.505
38.1,0.964,0.995,0.485
38.15,0.814,1.015,0.475
38.2,0.754,0.895,0.455
38.25,0.974,0.745,0.445
38.3,1.014,0.685,0.445
38.35,0.804,0.745,0.435
38.4,0.634,0.785,0.415
38.45,0.704,0.735,0.385
38.5,0.784,0.685,0.385
38.55,0.834,0.695,0.415
38.6,0.954,0.685,0.435
38.65,1.064,0.535,0.445
38.7,1.534,0.615,0.485
38.75,1.794,0.645,0.535
38.8,1.814,0.575,0.525
38.85,1.764,0.625,0.475
38.9,1.694,0.625,0.455
38.95,1.474,0.685,0.465
39,1.274,0.805,0.615
39.05,1.234,0.945,0.855
39.1,1.254,0.825,0.975
39.15,1.504,0.885,0.955
39.2,1.804,0.825,0.805
39.25,1.834,0.765,0.815
39.3,1.664,0.795,0.715
39.35,1.304,0.745,0.555
39.4,1.134,0.725,0.455
39.45,1.154,0.725,0.415
39.5,1.214,0.775,0.415
39.55,1.244,0.915,0.415
39.6,1.204,1.155,0.385
39.65,1.114,1.465,0.345
39.7,1.134,1.605,0.365
39.75,1.134,1.575,0.365
39.8,1.094,1.495,0.345
39.85,1.054,1.395,0.355
39.9,1.034,1.355,0.435
39.95,1.044,1.415,0.455
40,1.074,1.485,0.485
40.05,1.184,1.575,0.465
40.1,1.284,1.745,0.455
40.15,1.384,1.875,0.455
40.2,1.394,1.825,0.455
40.25,1.334,1.635,0.475
40.3,1.234,1.445,0.475
40.35,1.154,1.295,0.465
40.4,1.084,1.215,0.655
40.45,1.064,1.155,1.245
40.5,1.084,1.105,1.205
40.55,1.054,1.115,0.945
40.6,0.994,1.095,0.645
40.65,0.934,1.025,0.605
40.7,0.964,0.865,0.805
40.75,1.024,0.795,0.795
40.8,1.054,0.815,0.815
40.85,1.014,0.805,0.855
40.9,0.984,0.795,0.865
40.95,0.984,0.765,0.825
41,1.084,0.725,0.665
